region,year,variable,unit,value
Africa_Eastern,2005,depreciation,million 1990$,4409.88
Africa_Eastern,2005,energy-service-value,million 1990$,31765.0
Africa_Eastern,2005,energy-net-export,million 1990$,-255.217
Africa_Eastern,2005,materials-net-export,million 1990$,-4147.19
Africa_Eastern,2005,capital-net-export,million 1990$,4402.41
Africa_Eastern,2005,labor-wages,million 1990$,42145.2
Africa_Eastern,2005,gdp-per-capita,thous 1990$ percap,0.442647
Africa_Eastern,2005,gdp-per-capita-ppp,thous 1990$ percap,1.10648
Africa_Eastern,2005,labor-force,thous pers,86734.6
Africa_Eastern,2005,population,thous pers,230484.0
Africa_Eastern,2005,savings-rate,rate annual,0.169094
Africa_Eastern,2005,fac-share-labor,share,0.412064
Africa_Eastern,2005,fac-share-capital,share,0.277362
Africa_Eastern,2005,fac-share-energy,share,0.310574
Africa_Eastern,2005,energy-service,million 1990$,32924.6
Africa_Eastern,2005,total-factor-productivity,million 1990$,0.0
Africa_Eastern,2010,GDP,million 1990$,141995.0
Africa_Eastern,2010,energy-investment,million 1990$,4024.34
Africa_Eastern,2010,consumer-durable,million 1990$,3356.04
Africa_Eastern,2010,value-added,million 1990$,93549.2
Africa_Eastern,2010,gross-output,million 1990$,140939.0
Africa_Eastern,2010,savings,million 1990$,18527.4
Africa_Eastern,2010,investment,million 1990$,22847.9
Africa_Eastern,2010,capital-stock,million 1990$,347822.0
Africa_Eastern,2010,depreciation,million 1990$,11636.0
Africa_Eastern,2010,energy-service-value,million 1990$,47389.7
Africa_Eastern,2010,energy-net-export,million 1990$,1056.01
Africa_Eastern,2010,materials-net-export,million 1990$,-5376.53
Africa_Eastern,2010,capital-net-export,million 1990$,4320.51
Africa_Eastern,2010,labor-wages,million 1990$,55718.5
Africa_Eastern,2010,gdp-per-capita,thous 1990$ percap,0.532531
Africa_Eastern,2010,gdp-per-capita-ppp,thous 1990$ percap,1.33117
Africa_Eastern,2010,labor-force,thous pers,103272.0
Africa_Eastern,2010,population,thous pers,266642.0
Africa_Eastern,2010,savings-rate,rate annual,0.2103
Africa_Eastern,2010,fac-share-labor,share,0.395338
Africa_Eastern,2010,fac-share-capital,share,0.268419
Africa_Eastern,2010,fac-share-energy,share,0.336243
Africa_Eastern,2010,energy-service,million 1990$,49066.9
Africa_Eastern,2010,total-factor-productivity,million 1990$,0.0
Africa_Eastern,2015,GDP,million 1990$,182444.0
Africa_Eastern,2015,energy-investment,million 1990$,4976.87
Africa_Eastern,2015,consumer-durable,million 1990$,5116.61
Africa_Eastern,2015,value-added,million 1990$,127797.0
Africa_Eastern,2015,gross-output,million 1990$,187272.0
Africa_Eastern,2015,savings,million 1990$,33217.6
Africa_Eastern,2015,investment,million 1990$,43895.6
Africa_Eastern,2015,capital-stock,million 1990$,536411.0
Africa_Eastern,2015,depreciation,million 1990$,19909.3
Africa_Eastern,2015,energy-service-value,million 1990$,59475.1
Africa_Eastern,2015,energy-net-export,million 1990$,-4828.08
Africa_Eastern,2015,materials-net-export,million 1990$,-5849.92
Africa_Eastern,2015,capital-net-export,million 1990$,10678.0
Africa_Eastern,2015,labor-wages,million 1990$,67229.2
Africa_Eastern,2015,gdp-per-capita,thous 1990$ percap,0.599271
Africa_Eastern,2015,gdp-per-capita-ppp,thous 1990$ percap,1.498
Africa_Eastern,2015,labor-force,thous pers,121890.0
Africa_Eastern,2015,population,thous pers,304443.0
Africa_Eastern,2015,savings-rate,rate annual,0.232039
Africa_Eastern,2015,fac-share-labor,share,0.358992
Africa_Eastern,2015,fac-share-capital,share,0.323422
Africa_Eastern,2015,fac-share-energy,share,0.317586
Africa_Eastern,2015,energy-service,million 1990$,67252.9
Africa_Eastern,2015,total-factor-productivity,million 1990$,0.0
Africa_Eastern,2021,GDP,million 1990$,230981.0
Africa_Eastern,2021,energy-investment,million 1990$,6164.87
Africa_Eastern,2021,consumer-durable,million 1990$,6135.78
Africa_Eastern,2021,value-added,million 1990$,171634.0
Africa_Eastern,2021,gross-output,million 1990$,236950.0
Africa_Eastern,2021,savings,million 1990$,47450.7
Africa_Eastern,2021,investment,million 1990$,59108.9
Africa_Eastern,2021,capital-stock,million 1990$,718174.0
Africa_Eastern,2021,depreciation,million 1990$,30396.8
Africa_Eastern,2021,energy-service-value,million 1990$,65315.2
Africa_Eastern,2021,energy-net-export,million 1990$,-5968.52
Africa_Eastern,2021,materials-net-export,million 1990$,-5689.66
Africa_Eastern,2021,capital-net-export,million 1990$,11658.2
Africa_Eastern,2021,labor-wages,million 1990$,83834.8
Africa_Eastern,2021,gdp-per-capita,thous 1990$ percap,0.650001
Africa_Eastern,2021,gdp-per-capita-ppp,thous 1990$ percap,1.62481
Africa_Eastern,2021,labor-force,thous pers,143951.0
Africa_Eastern,2021,population,thous pers,355355.0
Africa_Eastern,2021,savings-rate,rate annual,0.234395
Africa_Eastern,2021,fac-share-labor,share,0.353809
Africa_Eastern,2021,fac-share-capital,share,0.370541
Africa_Eastern,2021,fac-share-energy,share,0.27565
Africa_Eastern,2021,energy-service,million 1990$,80583.3
Africa_Eastern,2021,total-factor-productivity,million 1990$,0.0
Africa_Eastern,2025,GDP,million 1990$,272475.0
Africa_Eastern,2025,energy-investment,million 1990$,20305.5
Africa_Eastern,2025,consumer-durable,million 1990$,3895.24
Africa_Eastern,2025,value-added,million 1990$,199895.0
Africa_Eastern,2025,gross-output,million 1990$,277733.0
Africa_Eastern,2025,savings,million 1990$,60276.6
Africa_Eastern,2025,investment,million 1990$,68603.8
Africa_Eastern,2025,capital-stock,million 1990$,782185.0
Africa_Eastern,2025,depreciation,million 1990$,38938.7
Africa_Eastern,2025,energy-service-value,million 1990$,77837.5
Africa_Eastern,2025,energy-net-export,million 1990$,-5257.57
Africa_Eastern,2025,materials-net-export,million 1990$,-3069.7
Africa_Eastern,2025,capital-net-export,million 1990$,8327.27
Africa_Eastern,2025,labor-wages,million 1990$,97110.5
Africa_Eastern,2025,gdp-per-capita,thous 1990$ percap,0.696689
Africa_Eastern,2025,gdp-per-capita-ppp,thous 1990$ percap,1.74151
Africa_Eastern,2025,labor-force,thous pers,162409.0
Africa_Eastern,2025,population,thous pers,391100.0
Africa_Eastern,2025,savings-rate,rate annual,0.230622
Africa_Eastern,2025,fac-share-labor,share,0.349655
Africa_Eastern,2025,fac-share-capital,share,0.370085
Africa_Eastern,2025,fac-share-energy,share,0.280261
Africa_Eastern,2025,energy-service,million 1990$,93484.1
Africa_Eastern,2025,total-factor-productivity,million 1990$,1.04444
Africa_Eastern,2030,GDP,million 1990$,363027.0
Africa_Eastern,2030,energy-investment,million 1990$,31235.3
Africa_Eastern,2030,consumer-durable,million 1990$,8256.79
Africa_Eastern,2030,value-added,million 1990$,259729.0
Africa_Eastern,2030,gross-output,million 1990$,370685.0
Africa_Eastern,2030,savings,million 1990$,70076.7
Africa_Eastern,2030,investment,million 1990$,74240.4
Africa_Eastern,2030,capital-stock,million 1990$,816418.0
Africa_Eastern,2030,depreciation,million 1990$,42409.3
Africa_Eastern,2030,energy-service-value,million 1990$,110956.0
Africa_Eastern,2030,energy-net-export,million 1990$,-7658.39
Africa_Eastern,2030,materials-net-export,million 1990$,3494.76
Africa_Eastern,2030,capital-net-export,million 1990$,4163.64
Africa_Eastern,2030,labor-wages,million 1990$,124305.0
Africa_Eastern,2030,gdp-per-capita,thous 1990$ percap,0.828783
Africa_Eastern,2030,gdp-per-capita-ppp,thous 1990$ percap,2.07171
Africa_Eastern,2030,labor-force,thous pers,186652.0
Africa_Eastern,2030,population,thous pers,438024.0
Africa_Eastern,2030,savings-rate,rate annual,0.244255
Africa_Eastern,2030,fac-share-labor,share,0.335338
Africa_Eastern,2030,fac-share-capital,share,0.365335
Africa_Eastern,2030,fac-share-energy,share,0.299328
Africa_Eastern,2030,energy-service,million 1990$,123026.0
Africa_Eastern,2030,total-factor-productivity,million 1990$,1.2083
Africa_Eastern,2035,GDP,million 1990$,479089.0
Africa_Eastern,2035,energy-investment,million 1990$,40298.0
Africa_Eastern,2035,consumer-durable,million 1990$,12234.8
Africa_Eastern,2035,value-added,million 1990$,334631.0
Africa_Eastern,2035,gross-output,million 1990$,489553.0
Africa_Eastern,2035,savings,million 1990$,98314.4
Africa_Eastern,2035,investment,million 1990$,98314.4
Africa_Eastern,2035,capital-stock,million 1990$,881727.0
Africa_Eastern,2035,depreciation,million 1990$,44265.4
Africa_Eastern,2035,energy-service-value,million 1990$,154922.0
Africa_Eastern,2035,energy-net-export,million 1990$,-10464.3
Africa_Eastern,2035,materials-net-export,million 1990$,10464.3
Africa_Eastern,2035,capital-net-export,million 1990$,0.0
Africa_Eastern,2035,labor-wages,million 1990$,158862.0
Africa_Eastern,2035,gdp-per-capita,thous 1990$ percap,0.986521
Africa_Eastern,2035,gdp-per-capita-ppp,thous 1990$ percap,2.46601
Africa_Eastern,2035,labor-force,thous pers,212241.0
Africa_Eastern,2035,population,thous pers,485635.0
Africa_Eastern,2035,savings-rate,rate annual,0.256522
Africa_Eastern,2035,fac-share-labor,share,0.324505
Africa_Eastern,2035,fac-share-capital,share,0.35904
Africa_Eastern,2035,fac-share-energy,share,0.316455
Africa_Eastern,2035,energy-service,million 1990$,159923.0
Africa_Eastern,2035,total-factor-productivity,million 1990$,1.3721
Africa_Eastern,2040,GDP,million 1990$,620361.0
Africa_Eastern,2040,energy-investment,million 1990$,54155.4
Africa_Eastern,2040,consumer-durable,million 1990$,14420.3
Africa_Eastern,2040,value-added,million 1990$,426395.0
Africa_Eastern,2040,gross-output,million 1990$,634007.0
Africa_Eastern,2040,savings,million 1990$,135624.0
Africa_Eastern,2040,investment,million 1990$,135624.0
Africa_Eastern,2040,capital-stock,million 1990$,1040030.0
Africa_Eastern,2040,depreciation,million 1990$,47806.3
Africa_Eastern,2040,energy-service-value,million 1990$,207612.0
Africa_Eastern,2040,energy-net-export,million 1990$,-13645.8
Africa_Eastern,2040,materials-net-export,million 1990$,13645.8
Africa_Eastern,2040,capital-net-export,million 1990$,0.0
Africa_Eastern,2040,labor-wages,million 1990$,203938.0
Africa_Eastern,2040,gdp-per-capita,thous 1990$ percap,1.16435
Africa_Eastern,2040,gdp-per-capita-ppp,thous 1990$ percap,2.91054
Africa_Eastern,2040,labor-force,thous pers,238764.0
Africa_Eastern,2040,population,thous pers,532794.0
Africa_Eastern,2040,savings-rate,rate annual,0.266017
Africa_Eastern,2040,fac-share-labor,share,0.321665
Africa_Eastern,2040,fac-share-capital,share,0.350875
Africa_Eastern,2040,fac-share-energy,share,0.32746
Africa_Eastern,2040,energy-service,million 1990$,203990.0
Africa_Eastern,2040,total-factor-productivity,million 1990$,1.49167
Africa_Eastern,2045,GDP,million 1990$,796650.0
Africa_Eastern,2045,energy-investment,million 1990$,63896.2
Africa_Eastern,2045,consumer-durable,million 1990$,18062.0
Africa_Eastern,2045,value-added,million 1990$,541495.0
Africa_Eastern,2045,gross-output,million 1990$,815144.0
Africa_Eastern,2045,savings,million 1990$,181506.0
Africa_Eastern,2045,investment,million 1990$,181506.0
Africa_Eastern,2045,capital-stock,million 1990$,1293690.0
Africa_Eastern,2045,depreciation,million 1990$,56389.2
Africa_Eastern,2045,energy-service-value,million 1990$,273649.0
Africa_Eastern,2045,energy-net-export,million 1990$,-18493.7
Africa_Eastern,2045,materials-net-export,million 1990$,18493.7
Africa_Eastern,2045,capital-net-export,million 1990$,0.0
Africa_Eastern,2045,labor-wages,million 1990$,263515.0
Africa_Eastern,2045,gdp-per-capita,thous 1990$ percap,1.37615
Africa_Eastern,2045,gdp-per-capita-ppp,thous 1990$ percap,3.43997
Africa_Eastern,2045,labor-force,thous pers,265633.0
Africa_Eastern,2045,population,thous pers,578897.0
Africa_Eastern,2045,savings-rate,rate annual,0.274724
Africa_Eastern,2045,fac-share-labor,share,0.323274
Africa_Eastern,2045,fac-share-capital,share,0.341019
Africa_Eastern,2045,fac-share-energy,share,0.335707
Africa_Eastern,2045,energy-service,million 1990$,259018.0
Africa_Eastern,2045,total-factor-productivity,million 1990$,1.58744
Africa_Eastern,2050,GDP,million 1990$,1015180.0
Africa_Eastern,2050,energy-investment,million 1990$,76305.1
Africa_Eastern,2050,consumer-durable,million 1990$,20838.7
Africa_Eastern,2050,value-added,million 1990$,684593.0
Africa_Eastern,2050,gross-output,million 1990$,1038940.0
Africa_Eastern,2050,savings,million 1990$,240021.0
Africa_Eastern,2050,investment,million 1990$,240021.0
Africa_Eastern,2050,capital-stock,million 1990$,1688140.0
Africa_Eastern,2050,depreciation,million 1990$,70142.7
Africa_Eastern,2050,energy-service-value,million 1990$,354345.0
Africa_Eastern,2050,energy-net-export,million 1990$,-23761.6
Africa_Eastern,2050,materials-net-export,million 1990$,23761.6
Africa_Eastern,2050,capital-net-export,million 1990$,0.0
Africa_Eastern,2050,labor-wages,million 1990$,342007.0
Africa_Eastern,2050,gdp-per-capita,thous 1990$ percap,1.62838
Africa_Eastern,2050,gdp-per-capita-ppp,thous 1990$ percap,4.07045
Africa_Eastern,2050,labor-force,thous pers,291706.0
Africa_Eastern,2050,population,thous pers,623428.0
Africa_Eastern,2050,savings-rate,rate annual,0.282694
Africa_Eastern,2050,fac-share-labor,share,0.32919
Africa_Eastern,2050,fac-share-capital,share,0.329746
Africa_Eastern,2050,fac-share-energy,share,0.341065
Africa_Eastern,2050,energy-service,million 1990$,325652.0
Africa_Eastern,2050,total-factor-productivity,million 1990$,1.66105
Africa_Eastern,2055,GDP,million 1990$,1283600.0
Africa_Eastern,2055,energy-investment,million 1990$,86805.9
Africa_Eastern,2055,consumer-durable,million 1990$,28793.6
Africa_Eastern,2055,value-added,million 1990$,862025.0
Africa_Eastern,2055,gross-output,million 1990$,1314240.0
Africa_Eastern,2055,savings,million 1990$,313951.0
Africa_Eastern,2055,investment,million 1990$,313951.0
Africa_Eastern,2055,capital-stock,million 1990$,2250190.0
Africa_Eastern,2055,depreciation,million 1990$,91529.3
Africa_Eastern,2055,energy-service-value,million 1990$,452214.0
Africa_Eastern,2055,energy-net-export,million 1990$,-30640.7
Africa_Eastern,2055,materials-net-export,million 1990$,30640.7
Africa_Eastern,2055,capital-net-export,million 1990$,0.0
Africa_Eastern,2055,labor-wages,million 1990$,444059.0
Africa_Eastern,2055,gdp-per-capita,thous 1990$ percap,1.92956
Africa_Eastern,2055,gdp-per-capita-ppp,thous 1990$ percap,4.82331
Africa_Eastern,2055,labor-force,thous pers,315971.0
Africa_Eastern,2055,population,thous pers,665230.0
Africa_Eastern,2055,savings-rate,rate annual,0.290046
Africa_Eastern,2055,fac-share-labor,share,0.337883
Africa_Eastern,2055,fac-share-capital,share,0.318029
Africa_Eastern,2055,fac-share-energy,share,0.344088
Africa_Eastern,2055,energy-service,million 1990$,401335.0
Africa_Eastern,2055,total-factor-productivity,million 1990$,1.73532
Africa_Eastern,2060,GDP,million 1990$,1609720.0
Africa_Eastern,2060,energy-investment,million 1990$,102683.0
Africa_Eastern,2060,consumer-durable,million 1990$,35620.9
Africa_Eastern,2060,value-added,million 1990$,1075980.0
Africa_Eastern,2060,gross-output,million 1990$,1647860.0
Africa_Eastern,2060,savings,million 1990$,406400.0
Africa_Eastern,2060,investment,million 1990$,406400.0
Africa_Eastern,2060,capital-stock,million 1990$,3007480.0
Africa_Eastern,2060,depreciation,million 1990$,122003.0
Africa_Eastern,2060,energy-service-value,million 1990$,571884.0
Africa_Eastern,2060,energy-net-export,million 1990$,-38145.4
Africa_Eastern,2060,materials-net-export,million 1990$,38145.4
Africa_Eastern,2060,capital-net-export,million 1990$,0.0
Africa_Eastern,2060,labor-wages,million 1990$,572138.0
Africa_Eastern,2060,gdp-per-capita,thous 1990$ percap,2.28647
Africa_Eastern,2060,gdp-per-capita-ppp,thous 1990$ percap,5.71549
Africa_Eastern,2060,labor-force,thous pers,338269.0
Africa_Eastern,2060,population,thous pers,704017.0
Africa_Eastern,2060,savings-rate,rate annual,0.296608
Africa_Eastern,2060,fac-share-labor,share,0.347201
Africa_Eastern,2060,fac-share-capital,share,0.305753
Africa_Eastern,2060,fac-share-energy,share,0.347046
Africa_Eastern,2060,energy-service,million 1990$,490240.0
Africa_Eastern,2060,total-factor-productivity,million 1990$,1.812
Africa_Eastern,2065,GDP,million 1990$,2002740.0
Africa_Eastern,2065,energy-investment,million 1990$,117280.0
Africa_Eastern,2065,consumer-durable,million 1990$,43430.2
Africa_Eastern,2065,value-added,million 1990$,1331930.0
Africa_Eastern,2065,gross-output,million 1990$,2049160.0
Africa_Eastern,2065,savings,million 1990$,520215.0
Africa_Eastern,2065,investment,million 1990$,520215.0
Africa_Eastern,2065,capital-stock,million 1990$,3989330.0
Africa_Eastern,2065,depreciation,million 1990$,163063.0
Africa_Eastern,2065,energy-service-value,million 1990$,717233.0
Africa_Eastern,2065,energy-net-export,million 1990$,-46416.2
Africa_Eastern,2065,materials-net-export,million 1990$,46416.2
Africa_Eastern,2065,capital-net-export,million 1990$,0.0
Africa_Eastern,2065,labor-wages,million 1990$,730562.0
Africa_Eastern,2065,gdp-per-capita,thous 1990$ percap,2.71152
Africa_Eastern,2065,gdp-per-capita-ppp,thous 1990$ percap,6.77798
Africa_Eastern,2065,labor-force,thous pers,358312.0
Africa_Eastern,2065,population,thous pers,738606.0
Africa_Eastern,2065,savings-rate,rate annual,0.302597
Africa_Eastern,2065,fac-share-labor,share,0.356518
Africa_Eastern,2065,fac-share-capital,share,0.293469
Africa_Eastern,2065,fac-share-energy,share,0.350013
Africa_Eastern,2065,energy-service,million 1990$,591135.0
Africa_Eastern,2065,total-factor-productivity,million 1990$,1.90077
Africa_Eastern,2070,GDP,million 1990$,2464220.0
Africa_Eastern,2070,energy-investment,million 1990$,129005.0
