region,sector,subsector,technology,year,generation_ej
USA,electricity,solar,PV_storage,2095,0.00221195
USA,electricity,solar,PV_storage,2100,0.00221195
USA,electricity,solar,PV_storage,2100,0.00207439
USA,electricity,solar,CSP,1990,0.00238688
USA,electricity,solar,CSP,2005,0.00214557
USA,electricity,solar,CSP,2010,0.00316433
USA,electricity,solar,CSP,2015,0.012758
USA,electricity,solar,CSP,2021,0.0114118
USA,electricity,solar,CSP,2025,0.0114118
USA,electricity,solar,CSP,2030,0.0114118
USA,electricity,solar,CSP,2035,0.0114118
USA,electricity,solar,CSP,2040,0.0114118
USA,electricity,solar,CSP,2045,0.0114118
USA,electricity,solar,CSP_storage,2025,0.000302133
USA,electricity,solar,CSP_storage,2030,0.00124348
USA,electricity,solar,CSP_storage,2035,0.00280943
USA,electricity,solar,CSP_storage,2040,0.00596213
USA,electricity,solar,CSP_storage,2045,0.0114308
USA,electricity,solar,CSP_storage,2050,0.0240222
USA,electricity,solar,CSP_storage,2055,0.0350801
USA,electricity,solar,CSP_storage,2060,0.0462644
USA,electricity,solar,CSP_storage,2065,0.0579605
USA,electricity,solar,CSP_storage,2070,0.0698439
USA,electricity,solar,CSP_storage,2075,0.07817
USA,electricity,solar,CSP_storage,2080,0.0835326
USA,electricity,solar,CSP_storage,2085,0.0845966
USA,electricity,solar,CSP_storage,2090,0.0854456
USA,electricity,solar,CSP_storage,2095,0.0875785
USA,electricity,solar,CSP_storage,2100,0.0878961
USA,electricity,geothermal,geothermal,1990,0.0576452
USA,electricity,geothermal,geothermal,2005,0.0604
USA,electricity,geothermal,geothermal,2010,0.0632757
USA,electricity,geothermal,geothermal,2015,0.0674151
USA,electricity,geothermal,geothermal,2021,0.0686761
USA,electricity,geothermal,geothermal,2025,0.114059
USA,electricity,geothermal,geothermal,2030,0.162447
USA,electricity,geothermal,geothermal,2035,0.212629
USA,electricity,geothermal,geothermal,2040,0.27519
USA,electricity,geothermal,geothermal,2045,0.344847
USA,electricity,geothermal,geothermal,2050,0.395606
USA,electricity,geothermal,geothermal,2055,0.435246
USA,electricity,geothermal,geothermal,2060,0.465984
USA,electricity,geothermal,geothermal,2065,0.493088
USA,electricity,geothermal,geothermal,2070,0.51395
USA,electricity,geothermal,geothermal,2075,0.522333
USA,electricity,geothermal,geothermal,2080,0.519625
USA,electricity,geothermal,geothermal,2085,0.512724
USA,electricity,geothermal,geothermal,2090,0.514617
USA,electricity,geothermal,geothermal,2095,0.52658
USA,electricity,geothermal,geothermal,2100,0.532833
USA,electricity,refined liquids,refined liquids (steam/CT),1990,0.450764
USA,electricity,refined liquids,refined liquids (steam/CT),2005,0.454962
USA,electricity,refined liquids,refined liquids (steam/CT),2010,0.144544
USA,electricity,refined liquids,refined liquids (steam/CT),2015,0.109613
USA,electricity,refined liquids,refined liquids (steam/CT),2021,0.106969
USA,electricity,refined liquids,refined liquids (steam/CT),2025,0.0881028
USA,electricity,refined liquids,refined liquids (steam/CT),2030,0.085043
USA,electricity,refined liquids,refined liquids (steam/CT),2035,0.0818278
USA,electricity,refined liquids,refined liquids (steam/CT),2040,0.0728286
USA,electricity,refined liquids,refined liquids (steam/CT),2045,0.0586245
USA,electricity,refined liquids,refined liquids (steam/CT),2050,0.054023
USA,electricity,refined liquids,refined liquids (steam/CT),2055,0.047208
USA,electricity,refined liquids,refined liquids (steam/CT),2060,0.0436367
USA,electricity,refined liquids,refined liquids (steam/CT),2065,0.0376085
USA,electricity,refined liquids,refined liquids (steam/CT),2070,0.0283928
USA,electricity,refined liquids,refined liquids (steam/CT),2075,0.0217911
USA,electricity,refined liquids,refined liquids (steam/CT),2080,0.0169897
USA,electricity,refined liquids,refined liquids (steam/CT),2085,0.0127513
USA,electricity,refined liquids,refined liquids (steam/CT),2090,0.0103841
USA,electricity,refined liquids,refined liquids (steam/CT),2095,0.00797615
USA,electricity,refined liquids,refined liquids (steam/CT),2100,0.00702374
USA,electricity,refined liquids,refined liquids (CC),2025,0.00938593
USA,electricity,refined liquids,refined liquids (CC),2030,0.0149666
USA,electricity,refined liquids,refined liquids (CC),2035,0.0230454
USA,electricity,refined liquids,refined liquids (CC),2040,0.0350456
USA,electricity,refined liquids,refined liquids (CC),2045,0.0442563
USA,electricity,refined liquids,refined liquids (CC),2050,0.0735814
USA,electricity,refined liquids,refined liquids (CC),2055,0.0737702
USA,electricity,refined liquids,refined liquids (CC),2060,0.0816685
USA,electricity,refined liquids,refined liquids (CC),2065,0.0900605
USA,electricity,refined liquids,refined liquids (CC),2070,0.0981361
USA,electricity,refined liquids,refined liquids (CC),2075,0.0985234
USA,electricity,refined liquids,refined liquids (CC),2080,0.106729
USA,electricity,refined liquids,refined liquids (CC),2085,0.094836
USA,electricity,refined liquids,refined liquids (CC),2090,0.0939691
USA,electricity,refined liquids,refined liquids (CC),2095,0.0937775
USA,electricity,refined liquids,refined liquids (CC),2100,0.0917008
USA,elect_td_bld,rooftop_pv,rooftop_pv,2025,0.0447693
USA,elect_td_bld,rooftop_pv,rooftop_pv,2030,0.181159
USA,elect_td_bld,rooftop_pv,rooftop_pv,2035,0.36747
USA,elect_td_bld,rooftop_pv,rooftop_pv,2040,0.532228
USA,elect_td_bld,rooftop_pv,rooftop_pv,2045,0.672067
USA,elect_td_bld,rooftop_pv,rooftop_pv,2050,0.797752
USA,elect_td_bld,rooftop_pv,rooftop_pv,2055,0.926279
USA,elect_td_bld,rooftop_pv,rooftop_pv,2060,1.09726
USA,elect_td_bld,rooftop_pv,rooftop_pv,2065,1.2552
USA,elect_td_bld,rooftop_pv,rooftop_pv,2070,1.37637
USA,elect_td_bld,rooftop_pv,rooftop_pv,2075,1.50091
USA,elect_td_bld,rooftop_pv,rooftop_pv,2080,1.67295
USA,elect_td_bld,rooftop_pv,rooftop_pv,2085,1.78722
USA,elect_td_bld,rooftop_pv,rooftop_pv,2090,1.85737
USA,elect_td_bld,rooftop_pv,rooftop_pv,2095,1.89456
USA,elect_td_bld,rooftop_pv,rooftop_pv,2100,1.95059
Africa_Eastern,electricity,coal,coal (conv pul),1990,0.00017388
Africa_Eastern,electricity,coal,coal (conv pul),2005,0.00325193
Africa_Eastern,electricity,coal,coal (conv pul),2010,0.00543735
Africa_Eastern,electricity,coal,coal (conv pul),2015,0.00626
Africa_Eastern,electricity,coal,coal (conv pul),2021,0.00635877
Africa_Eastern,electricity,coal,coal (conv pul),2025,0.0106145
Africa_Eastern,electricity,coal,coal (conv pul),2030,0.0157204
Africa_Eastern,electricity,coal,coal (conv pul),2035,0.0233793
Africa_Eastern,electricity,coal,coal (conv pul),2040,0.0359112
Africa_Eastern,electricity,coal,coal (conv pul),2045,0.0552308
Africa_Eastern,electricity,coal,coal (conv pul),2050,0.0815806
Africa_Eastern,electricity,coal,coal (conv pul),2055,0.122752
Africa_Eastern,electricity,coal,coal (conv pul),2060,0.182898
Africa_Eastern,electricity,coal,coal (conv pul),2065,0.267018
Africa_Eastern,electricity,coal,coal (conv pul),2070,0.375247
Africa_Eastern,electricity,coal,coal (conv pul),2075,0.513386
Africa_Eastern,electricity,coal,coal (conv pul),2080,0.680385
Africa_Eastern,electricity,coal,coal (conv pul),2085,0.885906
Africa_Eastern,electricity,coal,coal (conv pul),2090,1.13415
Africa_Eastern,electricity,coal,coal (conv pul),2095,1.39597
Africa_Eastern,electricity,coal,coal (conv pul),2100,1.69906
Africa_Eastern,electricity,coal,coal (IGCC),2030,4.30475e-05
Africa_Eastern,electricity,coal,coal (IGCC),2035,0.000101366
Africa_Eastern,electricity,coal,coal (IGCC),2040,0.000187939
Africa_Eastern,electricity,coal,coal (IGCC),2045,0.000310877
Africa_Eastern,electricity,coal,coal (IGCC),2050,0.000468798
Africa_Eastern,electricity,coal,coal (IGCC),2055,0.000698443
Africa_Eastern,electricity,coal,coal (IGCC),2060,0.00101652
Africa_Eastern,electricity,coal,coal (IGCC),2065,0.00144085
Africa_Eastern,electricity,coal,coal (IGCC),2070,0.00196614
Africa_Eastern,electricity,coal,coal (IGCC),2075,0.0026126
Africa_Eastern,electricity,coal,coal (IGCC),2080,0.00336987
Africa_Eastern,electricity,coal,coal (IGCC),2085,0.00428829
Africa_Eastern,electricity,coal,coal (IGCC),2090,0.00531828
Africa_Eastern,electricity,coal,coal (IGCC),2095,0.00639156
Africa_Eastern,electricity,coal,coal (IGCC),2100,0.00761407
Africa_Eastern,electricity,gas,gas (steam/CT),2010,3.9729e-05
Africa_Eastern,electricity,gas,gas (steam/CT),2015,0.00015479
Africa_Eastern,electricity,gas,gas (steam/CT),2021,0.00084465
Africa_Eastern,electricity,gas,gas (steam/CT),2025,8.49681e-05
Africa_Eastern,electricity,gas,gas (steam/CT),2030,8.90366e-05
Africa_Eastern,electricity,gas,gas (steam/CT),2035,0.000117695
Africa_Eastern,electricity,gas,gas (steam/CT),2040,0.000154492
Africa_Eastern,electricity,gas,gas (steam/CT),2045,0.000178517
Africa_Eastern,electricity,gas,gas (steam/CT),2050,0.000175736
Africa_Eastern,electricity,gas,gas (steam/CT),2055,0.000194842
Africa_Eastern,electricity,gas,gas (steam/CT),2060,0.000213424
Africa_Eastern,electricity,gas,gas (steam/CT),2065,0.000242306
Africa_Eastern,electricity,gas,gas (steam/CT),2070,0.000277666
Africa_Eastern,electricity,gas,gas (steam/CT),2075,0.000334039
Africa_Eastern,electricity,gas,gas (steam/CT),2080,0.000424791
Africa_Eastern,electricity,gas,gas (steam/CT),2085,0.000601167
Africa_Eastern,electricity,gas,gas (steam/CT),2090,0.000933283
Africa_Eastern,electricity,gas,gas (steam/CT),2095,0.00183361
Africa_Eastern,electricity,gas,gas (steam/CT),2100,0.0190179
Africa_Eastern,electricity,gas,gas (CC),2010,3.11885e-07
Africa_Eastern,electricity,gas,gas (CC),2021,1.78255e-05
Africa_Eastern,electricity,gas,gas (CC),2025,4.11546e-05
Africa_Eastern,electricity,gas,gas (CC),2030,7.92171e-05
Africa_Eastern,electricity,gas,gas (CC),2035,0.000189607
Africa_Eastern,electricity,gas,gas (CC),2040,0.000451093
Africa_Eastern,electricity,gas,gas (CC),2045,0.000909713
Africa_Eastern,electricity,gas,gas (CC),2050,0.00149928
Africa_Eastern,electricity,gas,gas (CC),2055,0.0025873
Africa_Eastern,electricity,gas,gas (CC),2060,0.00414735
Africa_Eastern,electricity,gas,gas (CC),2065,0.0062224
Africa_Eastern,electricity,gas,gas (CC),2070,0.00860656
Africa_Eastern,electricity,gas,gas (CC),2075,0.0120036
Africa_Eastern,electricity,gas,gas (CC),2080,0.0165611
Africa_Eastern,electricity,gas,gas (CC),2085,0.0248169
Africa_Eastern,electricity,gas,gas (CC),2090,0.0408361
Africa_Eastern,electricity,gas,gas (CC),2095,0.0849514
Africa_Eastern,electricity,gas,gas (CC),2100,0.412065
Africa_Eastern,electricity,biomass,biomass (conv),1990,0.00136107
Africa_Eastern,electricity,biomass,biomass (conv),2005,0.00259727
Africa_Eastern,electricity,biomass,biomass (conv),2010,0.00308192
Africa_Eastern,electricity,biomass,biomass (conv),2015,0.00283748
Africa_Eastern,electricity,biomass,biomass (conv),2021,0.00237357
Africa_Eastern,electricity,biomass,biomass (conv),2025,0.00226143
Africa_Eastern,electricity,biomass,biomass (conv),2030,0.00365777
Africa_Eastern,electricity,biomass,biomass (conv),2035,0.00648634
Africa_Eastern,electricity,biomass,biomass (conv),2040,0.0117233
Africa_Eastern,electricity,biomass,biomass (conv),2045,0.0206185
Africa_Eastern,electricity,biomass,biomass (conv),2050,0.0332244
Africa_Eastern,electricity,biomass,biomass (conv),2055,0.0516856
Africa_Eastern,electricity,biomass,biomass (conv),2060,0.078115
Africa_Eastern,electricity,biomass,biomass (conv),2065,0.114646
Africa_Eastern,electricity,biomass,biomass (conv),2070,0.16025
Africa_Eastern,electricity,biomass,biomass (conv),2075,0.21696
Africa_Eastern,electricity,biomass,biomass (conv),2080,0.283352
Africa_Eastern,electricity,biomass,biomass (conv),2085,0.36267
Africa_Eastern,electricity,biomass,biomass (conv),2090,0.453327
Africa_Eastern,electricity,biomass,biomass (conv),2095,0.541775
Africa_Eastern,electricity,biomass,biomass (conv),2100,0.624562
Africa_Eastern,electricity,biomass,biomass (IGCC),2030,0.000451896
Africa_Eastern,electricity,biomass,biomass (IGCC),2035,0.00127433
Africa_Eastern,electricity,biomass,biomass (IGCC),2040,0.00293216
Africa_Eastern,electricity,biomass,biomass (IGCC),2045,0.00592891
Africa_Eastern,electricity,biomass,biomass (IGCC),2050,0.0105416
Africa_Eastern,electricity,biomass,biomass (IGCC),2055,0.0183095
Africa_Eastern,electricity,biomass,biomass (IGCC),2060,0.0303959
Africa_Eastern,electricity,biomass,biomass (IGCC),2065,0.0481213
Africa_Eastern,electricity,biomass,biomass (IGCC),2070,0.0717573
Africa_Eastern,electricity,biomass,biomass (IGCC),2075,0.10261
Africa_Eastern,electricity,biomass,biomass (IGCC),2080,0.140118
Africa_Eastern,electricity,biomass,biomass (IGCC),2085,0.187066
Africa_Eastern,electricity,biomass,biomass (IGCC),2090,0.242152
Africa_Eastern,electricity,biomass,biomass (IGCC),2095,0.298664
Africa_Eastern,electricity,biomass,biomass (IGCC),2100,0.359759
Africa_Eastern,electricity,nuclear,Gen_III,2030,0.00312837
Africa_Eastern,electricity,nuclear,Gen_III,2035,0.0118674
Africa_Eastern,electricity,nuclear,Gen_III,2040,0.0273836
Africa_Eastern,electricity,nuclear,Gen_III,2045,0.0528921
Africa_Eastern,electricity,nuclear,Gen_III,2050,0.0894941
Africa_Eastern,electricity,nuclear,Gen_III,2055,0.143324
Africa_Eastern,electricity,nuclear,Gen_III,2060,0.216325
Africa_Eastern,electricity,nuclear,Gen_III,2065,0.310839
Africa_Eastern,electricity,nuclear,Gen_III,2070,0.423238
Africa_Eastern,electricity,nuclear,Gen_III,2075,0.554678
Africa_Eastern,electricity,nuclear,Gen_III,2080,0.699539
Africa_Eastern,electricity,nuclear,Gen_III,2085,0.863881
Africa_Eastern,electricity,nuclear,Gen_III,2090,1.03961
Africa_Eastern,electricity,nuclear,Gen_III,2095,1.20305
Africa_Eastern,electricity,nuclear,Gen_III,2100,1.36903
Africa_Eastern,electricity,hydro,hydro,1990,0.0229334
Africa_Eastern,electricity,hydro,hydro,2005,0.039002
Africa_Eastern,electricity,hydro,hydro,2010,0.064828
Africa_Eastern,electricity,hydro,hydro,2015,0.0982678
Africa_Eastern,electricity,hydro,hydro,2021,0.13392
Africa_Eastern,electricity,hydro,hydro,2025,0.156444
Africa_Eastern,electricity,hydro,hydro,2030,0.1846
Africa_Eastern,electricity,hydro,hydro,2035,0.212755
Africa_Eastern,electricity,hydro,hydro,2040,0.240911
Africa_Eastern,electricity,hydro,hydro,2045,0.269066
Africa_Eastern,electricity,hydro,hydro,2050,0.297221
Africa_Eastern,electricity,hydro,hydro,2055,0.325377
Africa_Eastern,electricity,hydro,hydro,2060,0.353532
Africa_Eastern,electricity,hydro,hydro,2065,0.381688
Africa_Eastern,electricity,hydro,hydro,2070,0.409843
Africa_Eastern,electricity,hydro,hydro,2075,0.437998
Africa_Eastern,electricity,hydro,hydro,2080,0.466154
Africa_Eastern,electricity,hydro,hydro,2085,0.494309
Africa_Eastern,electricity,hydro,hydro,2090,0.522465
Africa_Eastern,electricity,hydro,hydro,2095,0.55062
Africa_Eastern,electricity,hydro,hydro,2100,0.578775
Africa_Eastern,electricity,wind,wind_storage,2025,0.000219093
Africa_Eastern,electricity,wind,wind_storage,2030,0.000219093
Africa_Eastern,electricity,wind,wind_storage,2035,0.000219093
Africa_Eastern,electricity,wind,wind_storage,2040,0.000219093
Africa_Eastern,electricity,wind,wind_storage,2045,0.000219093
Africa_Eastern,electricity,wind,wind_storage,2050,0.000219093
Africa_Eastern,electricity,wind,wind_storage,2030,0.00165526
Africa_Eastern,electricity,wind,wind_storage,2035,0.00165526
Africa_Eastern,electricity,wind,wind_storage,2040,0.00165526
Africa_Eastern,electricity,wind,wind_storage,2045,0.00165526
Africa_Eastern,electricity,wind,wind_storage,2050,0.00165526
Africa_Eastern,electricity,wind,wind_storage,2055,0.00165526
Africa_Eastern,electricity,wind,wind_storage,2035,0.00461684
Africa_Eastern,electricity,wind,wind_storage,2040,0.00461684
Africa_Eastern,electricity,wind,wind_storage,2045,0.00461684
Africa_Eastern,electricity,wind,wind_storage,2050,0.00461684
Africa_Eastern,electricity,wind,wind_storage,2055,0.00461684
Africa_Eastern,electricity,wind,wind_storage,2060,0.00461684
Africa_Eastern,electricity,wind,wind_storage,2040,0.0112989
Africa_Eastern,electricity,wind,wind_storage,2045,0.0112989
Africa_Eastern,electricity,wind,wind_storage,2050,0.0112989
Africa_Eastern,electricity,wind,wind_storage,2055,0.0112989
Africa_Eastern,electricity,wind,wind_storage,2060,0.0112989
Africa_Eastern,electricity,wind,wind_storage,2065,0.0112989
Africa_Eastern,electricity,wind,wind_storage,2045,0.0224193
Africa_Eastern,electricity,wind,wind_storage,2050,0.0224193
Africa_Eastern,electricity,wind,wind_storage,2055,0.0224193
Africa_Eastern,electricity,wind,wind_storage,2060,0.0224193
Africa_Eastern,electricity,wind,wind_storage,2065,0.0224193
Africa_Eastern,electricity,wind,wind_storage,2070,0.0224193
Africa_Eastern,electricity,wind,wind_storage,2050,0.0347628
Africa_Eastern,electricity,wind,wind_storage,2055,0.0347628
Africa_Eastern,electricity,wind,wind_storage,2060,0.0347628
Africa_Eastern,electricity,wind,wind_storage,2065,0.0347628
Africa_Eastern,electricity,wind,wind_storage,2070,0.0347628
Africa_Eastern,electricity,wind,wind_storage,2075,0.0347628
Africa_Eastern,electricity,wind,wind_storage,2055,0.0586363
Africa_Eastern,electricity,wind,wind_storage,2060,0.0586363
Africa_Eastern,electricity,wind,wind_storage,2065,0.0586363
Africa_Eastern,electricity,wind,wind_storage,2070,0.0586363
Africa_Eastern,electricity,wind,wind_storage,2075,0.0586363
Africa_Eastern,electricity,wind,wind_storage,2080,0.0586363
Africa_Eastern,electricity,wind,wind_storage,2060,0.0865561
Africa_Eastern,electricity,wind,wind_storage,2065,0.0865561
Africa_Eastern,electricity,wind,wind_storage,2070,0.0865561
Africa_Eastern,electricity,wind,wind_storage,2075,0.0865561
Africa_Eastern,electricity,wind,wind_storage,2080,0.0865561
Africa_Eastern,electricity,wind,wind_storage,2085,0.0865561
Africa_Eastern,electricity,wind,wind_storage,2065,0.116879
Africa_Eastern,electricity,wind,wind_storage,2070,0.116879
Africa_Eastern,electricity,wind,wind_storage,2075,0.116879
Africa_Eastern,electricity,wind,wind_storage,2080,0.116879
Africa_Eastern,electricity,wind,wind_storage,2085,0.116879
Africa_Eastern,electricity,wind,wind_storage,2090,0.116879
Africa_Eastern,electricity,wind,wind_storage,2070,0.14028
Africa_Eastern,electricity,wind,wind_storage,2075,0.14028
Africa_Eastern,electricity,wind,wind_storage,2080,0.14028
Africa_Eastern,electricity,wind,wind_storage,2085,0.14028
Africa_Eastern,electricity,wind,wind_storage,2090,0.14028
Africa_Eastern,electricity,wind,wind_storage,2095,0.14028
Africa_Eastern,electricity,wind,wind_storage,2075,0.161633
Africa_Eastern,electricity,wind,wind_storage,2080,0.161633
Africa_Eastern,electricity,wind,wind_storage,2085,0.161633
Africa_Eastern,electricity,wind,wind_storage,2090,0.161633
Africa_Eastern,electricity,wind,wind_storage,2095,0.161633
Africa_Eastern,electricity,wind,wind_storage,2100,0.161633
