Model,Scenario,Region,Variable,Unit,2005,2010,2020,2030,2040,2050,2060,2070,2080,2090,2100
AIM/CGE 2.0,SSP3-Baseline,Countries of the Middle East and Africa,Final Energy,EJ/yr,30.9421,36.6502,51.0722,68.3982,86.7338,105.2146,123.1134,140.6604,158.8235,182.2462,208.2282
AIM/CGE 2.0,SSP3-Baseline,Countries of the Middle East and Africa,Final Energy|Electricity,EJ/yr,3.2275,4.0218,5.9115,8.5977,11.7715,15.6398,19.5681,24.2048,31.1577,39.5455,49.2832
AIM/CGE 2.0,SSP3-Baseline,Countries of the Middle East and Africa,Final Energy|Gases,EJ/yr,4.5171,5.6902,8.9422,14.0513,20.1704,27.9213,35.6265,41.3568,45.6422,51.3455,55.7441
AIM/CGE 2.0,SSP3-Baseline,Countries of the Middle East and Africa,Final Energy|Industry,EJ/yr,10.0316,11.7046,16.1356,22.4248,29.8007,38.4199,47.2501,56.0356,65.4149,77.5321,90.2578
AIM/CGE 2.0,SSP3-Baseline,Countries of the Middle East and Africa,Final Energy|Liquids,EJ/yr,12.0029,14.4048,20.3962,26.0764,31.2565,33.903,35.406,36.8733,36.938,38.0055,40.1077
AIM/CGE 2.0,SSP3-Baseline,Countries of the Middle East and Africa,Final Energy|Residential and Commercial,EJ/yr,16.1115,18.8038,25.321,32.3718,39.1238,45.2541,50.6604,55.4054,60.146,65.84,71.8821
AIM/CGE 2.0,SSP3-Baseline,Countries of the Middle East and Africa,Final Energy|Solids,EJ/yr,11.149,12.4624,15.6801,19.4387,23.1985,27.2894,31.8949,37.4077,44.0218,51.9852,61.3755
AIM/CGE 2.0,SSP3-Baseline,Countries of the Middle East and Africa,Final Energy|Solids|Biomass,EJ/yr,10.221,11.324,14.0532,17.259900000000002,20.559,24.1534,28.2004,32.9493,38.6524,45.32100000000001,53.1624
AIM/CGE 2.0,SSP3-Baseline,Countries of the Middle East and Africa,Final Energy|Solids|Coal,EJ/yr,0.927999999999998,1.1383,1.6268,2.1787,2.6395,3.1361,3.6944,4.4585,5.3696,6.6641,8.2131
AIM/CGE 2.0,SSP3-Baseline,Countries of the Middle East and Africa,Final Energy|Transportation,EJ/yr,4.799,6.1418,9.6157,13.6016,17.8092,21.5405,25.2029,29.2194,33.2626,38.8744,46.0884
AIM/CGE 2.0,SSP3-Baseline,Countries of the Middle East and Africa,Final Energy|Transportation|Electricity,EJ/yr,0.0285,0.0305,0.0499,0.1118,0.2898,0.7402000000000001,1.5853000000000002,2.9362,5.1972,8.2871,12.1168
AIM/CGE 2.0,SSP3-Baseline,Countries of the Middle East and Africa,Final Energy|Transportation|Liquids,EJ/yr,4.6646,5.9619,9.2928,13.0466,16.9164,20.0153,22.5977,25.0479,26.6404,28.8231,31.7827
AIM/CGE 2.0,SSP3-Baseline,Countries of the Middle East and Africa,Population,million,1101.2485,1237.7147,1559.2277,1933.5148,2335.6354,2759.8867,3175.6913,3568.1882,3942.8011,4294.4495,4617.3853
AIM/CGE 2.0,SSP3-Baseline,Countries of the Middle East and Africa,Primary Energy,EJ/yr,43.169,51.1194,69.9431,93.6636,118.9766,144.9769,170.5057,197.0319,227.5325,268.2608,316.4966
AIM/CGE 2.0,SSP3-Baseline,Countries of the Middle East and Africa,Primary Energy|Biomass,EJ/yr,10.2287,11.3492,14.1543,17.4872,21.0806,25.2608,30.1784,36.4513,43.1762,50.7069,59.3924
AIM/CGE 2.0,SSP3-Baseline,Countries of the Middle East and Africa,Primary Energy|Coal,EJ/yr,4.2829,5.0558,7.0413,10.2345,14.6574,20.8013,29.0209,41.4361,60.9099,86.0633,117.7478
AIM/CGE 2.0,SSP3-Baseline,Countries of the Middle East and Africa,Primary Energy|Fossil,EJ/yr,32.5115,39.2447,54.5663,74.4149,95.5633,116.8661,136.7103,155.8944,178.0273,210.1364,249.0935
AIM/CGE 2.0,SSP3-Baseline,Countries of the Middle East and Africa,Primary Energy|Gas,EJ/yr,12.0915,14.8304,20.7769,30.2116,40.2352,52.449,62.9046,68.5136,71.5328,77.5523,82.2388
AIM/CGE 2.0,SSP3-Baseline,Countries of the Middle East and Africa,Primary Energy|Nuclear,EJ/yr,0.0433,0.0502,0.424,0.6404000000000001,0.8128000000000001,0.9589,1.1544,1.3929,1.6844,1.8646,1.9466
AIM/CGE 2.0,SSP3-Baseline,Countries of the Middle East and Africa,Primary Energy|Oil,EJ/yr,16.1371,19.3586,26.748,33.9688,40.6708,43.6157,44.7848,45.9447,45.5847,46.5207,49.1068
AIM/CGE 2.0,SSP3-Baseline,Countries of the Middle East and Africa,Secondary Energy|Electricity,EJ/yr,4.0669,4.9781,6.8075,9.7356,13.19,17.387,21.6041,26.6135,34.2284,43.7062,55.0848
AIM/CGE 2.0,SSP3-Baseline,Countries of the Middle East and Africa,Secondary Energy|Electricity|Biomass,EJ/yr,0.0027,0.0103,0.0127,0.0192,0.0491,0.1256,0.222,0.3704,0.5088,0.5643,0.6262
AIM/CGE 2.0,SSP3-Baseline,Countries of the Middle East and Africa,Secondary Energy|Electricity|Biomass|w/o CCS,EJ/yr,0.0027,0.0103,0.0127,0.0192,0.0491,0.1256,0.222,0.3704,0.5088,0.5643,0.6262
AIM/CGE 2.0,SSP3-Baseline,Countries of the Middle East and Africa,Secondary Energy|Electricity|Coal,EJ/yr,0.9812,1.1366,1.5498,2.3515,3.6564,5.5929,8.1656,12.1703,18.7474,27.0718,37.6556
AIM/CGE 2.0,SSP3-Baseline,Countries of the Middle East and Africa,Secondary Energy|Electricity|Coal|w/o CCS,EJ/yr,0.9812,1.1366,1.5498,2.3515,3.6564,5.5929,8.1656,12.1703,18.7474,27.0718,37.6556
AIM/CGE 2.0,SSP3-Baseline,Countries of the Middle East and Africa,Secondary Energy|Electricity|Gas,EJ/yr,1.6659000000000002,2.1217,2.8911,4.2609,5.5612,7.2472,8.2475,8.1997,7.7827,7.9291,7.9423
AIM/CGE 2.0,SSP3-Baseline,Countries of the Middle East and Africa,Secondary Energy|Electricity|Gas|w/o CCS,EJ/yr,1.6659000000000002,2.1217,2.8911,4.2609,5.5612,7.2472,8.2475,8.1997,7.7827,7.9291,7.9423
AIM/CGE 2.0,SSP3-Baseline,Countries of the Middle East and Africa,Secondary Energy|Electricity|Geothermal,EJ/yr,0.0036,0.0037,0.0043,0.0052,0.0063,0.0077,0.0094,0.0115,0.013999999999999,0.0171,0.0208
AIM/CGE 2.0,SSP3-Baseline,Countries of the Middle East and Africa,Secondary Energy|Electricity|Hydro,EJ/yr,0.3777,0.455,0.7689,1.0702,1.4215,1.7312,2.1846,2.7917,3.6311,4.0542,4.0542
AIM/CGE 2.0,SSP3-Baseline,Countries of the Middle East and Africa,Secondary Energy|Electricity|Non-Biomass Renewables,EJ/yr,0.3856,0.4754,0.7986000000000001,1.1213,1.5199,1.8913,2.4627,3.2934,4.6445,5.5529,6.064
AIM/CGE 2.0,SSP3-Baseline,Countries of the Middle East and Africa,Secondary Energy|Electricity|Nuclear,EJ/yr,0.0433,0.0357,0.0357,0.0797,0.0719,0.0525,0.0496,0.0461,0.0428,0.0407,0.0387
AIM/CGE 2.0,SSP3-Baseline,Countries of the Middle East and Africa,Secondary Energy|Electricity|Oil,EJ/yr,0.9884,1.1985,1.5196,1.9032,2.3313,2.4774000000000003,2.4569,2.5337,2.5021,2.5475,2.758
AIM/CGE 2.0,SSP3-Baseline,Countries of the Middle East and Africa,Secondary Energy|Electricity|Solar,EJ/yr,0.0009,0.0107,0.0149,0.0231,0.0371,0.057,0.0838,0.1474,0.3105,0.4574,0.6007
AIM/CGE 2.0,SSP3-Baseline,Countries of the Middle East and Africa,Secondary Energy|Electricity|Wind,EJ/yr,0.0033,0.0061,0.0105,0.0227,0.0549,0.0953,0.185,0.3429,0.6890000000000001,1.0242,1.3882
AIM/CGE 2.0,SSP3-Baseline,Latin American countries,Capacity|Electricity,GW,265.7052,296.776,375.3923,466.5106,566.3025,692.6793,791.4248,866.8683,933.2916,994.9148,1068.0449
AIM/CGE 2.0,SSP3-Baseline,Latin American countries,Capacity|Electricity|Biomass,GW,4.2919,4.4103,4.9446,5.7662,8.0438,13.3965,20.9416,31.5788,42.5033,53.0387,69.0639
AIM/CGE 2.0,SSP3-Baseline,Latin American countries,Capacity|Electricity|Coal,GW,10.2091,12.8749,20.6899,33.3687,47.0894,61.9198,81.595,107.8518,141.3806,171.7062,213.3641
AIM/CGE 2.0,SSP3-Baseline,Latin American countries,Capacity|Electricity|Gas,GW,36.7479,42.8278,60.2766,84.2441,102.9864,116.4401,123.594,129.8197,136.6889,136.4136,122.9035
AIM/CGE 2.0,SSP3-Baseline,Latin American countries,Capacity|Electricity|Hydro,GW,182.1163,200.4001,238.9074,277.4813,329.2152,411.052,464.4839,484.6432,484.6432,484.6432,484.6432
AIM/CGE 2.0,SSP3-Baseline,Latin American countries,Capacity|Electricity|Nuclear,GW,4.4243,4.8682,9.1699,9.4893,9.3104,8.027999999999999,6.9631,6.0968,5.4362,4.9216,4.7473
AIM/CGE 2.0,SSP3-Baseline,Latin American countries,Capacity|Electricity|Oil,GW,26.1548,28.8797,37.4382,48.4775,57.6183,65.10600000000001,70.2863,77.1428,84.2923,93.9722,103.4368
AIM/CGE 2.0,SSP3-Baseline,Latin American countries,Capacity|Electricity|Solar,GW,0.016,0.5997,1.1595,2.4657,3.9193,5.5953,7.6443,9.799,12.8712,17.1877,24.5149
AIM/CGE 2.0,SSP3-Baseline,Latin American countries,Capacity|Electricity|Wind,GW,0.1668,0.2651,0.7946000000000001,2.7658,5.1306,7.5638,11.7155,15.0538,19.849,26.6201,38.1127
AIM/CGE 2.0,SSP3-Baseline,Latin American countries,Emissions|CH4,Mt CH4/yr,46.1886,49.3141,56.82100000000001,63.9745,69.8546,75.1916,79.9393,84.3557,88.69,92.9399,97.4023
AIM/CGE 2.0,SSP3-Baseline,Latin American countries,Emissions|CH4|Energy,Mt CH4/yr,7.8111,8.104800000000001,8.9209,9.68,10.2602,10.894,11.5259,12.2171,12.9295,13.5654,14.2486
AIM/CGE 2.0,SSP3-Baseline,Latin American countries,Emissions|CO2,Mt CO2/yr,2409.7627,2535.6668,3091.3896,3414.6397,3644.9107,3877.649,4271.8596,4682.8408,5134.9036,5610.9505,6049.2767
AIM/CGE 2.0,SSP3-Baseline,Latin American countries,Emissions|CO2|AFOLU,Mt CO2/yr,902.9781,870.4894,942.2489,737.4903,547.2040000000002,417.4163,435.1653,412.5362,378.9883,406.5256,470.2283
AIM/CGE 2.0,SSP3-Baseline,Latin American countries,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,1506.7846,1665.1774,2149.1406,2677.1494,3097.7068,3460.2327,3836.6943,4270.3046,4755.9152,5204.4251,5579.0484
AIM/CGE 2.0,SSP3-Baseline,Latin American countries,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,267.914,307.3715,423.9073,585.5152,722.1146,836.5671,960.2026,1115.8584,1305.1796,1472.7522,1651.2216
AIM/CGE 2.0,SSP3-Baseline,Latin American countries,Final Energy,EJ/yr,20.847,23.0753,29.7197,36.5057,42.1211,47.3987,52.4544,57.6341,63.0545,68.2801,72.5328
AIM/CGE 2.0,SSP3-Baseline,Latin American countries,Final Energy|Electricity,EJ/yr,3.3519,3.792,4.9613,6.3566,7.8144,9.5587,11.0059,12.2826,13.5183,14.6543,15.925
AIM/CGE 2.0,SSP3-Baseline,Latin American countries,Final Energy|Gases,EJ/yr,3.0409,3.4702,4.8741,6.6338,8.3728,10.062,11.9943,14.0821,16.3696,18.4413,19.5646
AIM/CGE 2.0,SSP3-Baseline,Latin American countries,Final Energy|Industry,EJ/yr,9.2716,10.0004,12.3668,15.0586,17.2322,19.2489,21.1359,23.0089,24.9445,26.7092,28.1257
AIM/CGE 2.0,SSP3-Baseline,Latin American countries,Final Energy|Liquids,EJ/yr,10.7292,11.708,14.7296,17.3804,19.1544,20.4725,21.6679,22.9981,24.3921,25.9918,27.3326
AIM/CGE 2.0,SSP3-Baseline,Latin American countries,Final Energy|Residential and Commercial,EJ/yr,6.21,6.8302,8.6249,10.3279,11.7089,13.003,14.1648,15.2715,16.3478,17.2619,17.7809
AIM/CGE 2.0,SSP3-Baseline,Latin American countries,Final Energy|Solids,EJ/yr,3.7122,4.0847,5.1051,6.0419,6.6322,7.0942,7.5041,7.9117,8.3351,8.6878,9.1418
AIM/CGE 2.0,SSP3-Baseline,Latin American countries,Final Energy|Solids|Biomass,EJ/yr,3.1616,3.4658,4.2757,5.0055,5.468999999999999,5.8107,6.0951,6.3554,6.6275,6.9001,7.2274
AIM/CGE 2.0,SSP3-Baseline,Latin American countries,Final Energy|Solids|Coal,EJ/yr,0.5507000000000001,0.6189,0.8294,1.0363,1.1632,1.2835,1.409,1.5564,1.7075,1.7876,1.9144
AIM/CGE 2.0,SSP3-Baseline,Latin American countries,Final Energy|Transportation,EJ/yr,5.3655,6.2448,8.7281,11.1192,13.18,15.1469,17.1537,19.3538,21.7621,24.309,26.6263
AIM/CGE 2.0,SSP3-Baseline,Latin American countries,Final Energy|Transportation|Electricity,EJ/yr,0.0133,0.0146,0.0307,0.0706,0.1713,0.3837,0.7055,1.1217,1.6311,2.1581,2.7024
AIM/CGE 2.0,SSP3-Baseline,Latin American countries,Final Energy|Transportation|Liquids,EJ/yr,5.0974,5.9224,8.2254,10.3899,12.1589,13.7095,15.1745,16.7234,18.3663,20.1564,21.757
AIM/CGE 2.0,SSP3-Baseline,Latin American countries,Population,million,557.1652,590.2103,664.8341,744.054,815.9183,882.4591,941.458,994.7173,1045.7791,1096.6858,1148.8949
AIM/CGE 2.0,SSP3-Baseline,Latin American countries,Primary Energy,EJ/yr,26.2813,29.0267,37.2735,46.125,53.4945,60.4573,67.3109,74.6622,82.5815,90.1562,96.9188
AIM/CGE 2.0,SSP3-Baseline,Latin American countries,Primary Energy|Biomass,EJ/yr,3.6694,4.0466,5.0686,6.0379,6.8235,7.697999999999999,8.7052,9.9317,11.3166,12.8313,15.0346
AIM/CGE 2.0,SSP3-Baseline,Latin American countries,Primary Energy|Coal,EJ/yr,1.3132,1.5422,2.2252,3.1394,3.9472,4.7588,5.8756,7.3281,9.1323,10.7294,12.8901
AIM/CGE 2.0,SSP3-Baseline,Latin American countries,Primary Energy|Fossil,EJ/yr,20.1803,22.3007,28.9268,36.275,42.1623,47.1949,52.3176,58.1406,64.5989,70.5485,74.9155
AIM/CGE 2.0,SSP3-Baseline,Latin American countries,Primary Energy|Gas,EJ/yr,6.0454,6.7962,9.1733,12.2551,15.0505,17.583,20.1339,22.843,25.8021,28.1812,28.8955
AIM/CGE 2.0,SSP3-Baseline,Latin American countries,Primary Energy|Nuclear,EJ/yr,0.0976,0.1075,0.2025,0.2095,0.2056,0.1772,0.1538,0.1346,0.12,0.1087,0.1048
AIM/CGE 2.0,SSP3-Baseline,Latin American countries,Primary Energy|Oil,EJ/yr,12.8216,13.9623,17.5283,20.8805,23.1645,24.8531,26.3081,27.9695,29.6645,31.6379,33.1299
AIM/CGE 2.0,SSP3-Baseline,Latin American countries,Secondary Energy|Electricity,EJ/yr,4.1082,4.6034,5.9358,7.5008,9.1229,11.0395,12.5743,13.8968,15.1578,16.2822,17.5272
AIM/CGE 2.0,SSP3-Baseline,Latin American countries,Secondary Energy|Electricity|Biomass,EJ/yr,0.0947,0.0974,0.1092,0.1273,0.1775,0.2958,0.4623,0.6971,0.9383,1.1709,1.5246
AIM/CGE 2.0,SSP3-Baseline,Latin American countries,Secondary Energy|Electricity|Biomass|w/o CCS,EJ/yr,0.0947,0.0974,0.1092,0.1273,0.1775,0.2958,0.4623,0.6971,0.9383,1.1709,1.5246
AIM/CGE 2.0,SSP3-Baseline,Latin American countries,Secondary Energy|Electricity|Coal,EJ/yr,0.1932,0.2436,0.3915,0.6314000000000001,0.890999999999998,1.1716,1.5439,2.0408,2.6752,3.248999999999999,4.0373
AIM/CGE 2.0,SSP3-Baseline,Latin American countries,Secondary Energy|Electricity|Coal|w/o CCS,EJ/yr,0.1932,0.2436,0.3915,0.6314000000000001,0.890999999999998,1.1716,1.5439,2.0408,2.6752,3.248999999999999,4.0373
AIM/CGE 2.0,SSP3-Baseline,Latin American countries,Secondary Energy|Electricity|Gas,EJ/yr,0.8113,0.9454,1.3306,1.8597,2.2735,2.5706,2.7285,2.8658,3.0175,3.0114,2.7132
AIM/CGE 2.0,SSP3-Baseline,Latin American countries,Secondary Energy|Electricity|Gas|w/o CCS,EJ/yr,0.8113,0.9454,1.3306,1.8597,2.2735,2.5706,2.7285,2.8658,3.0175,3.0114,2.7132
AIM/CGE 2.0,SSP3-Baseline,Latin American countries,Secondary Energy|Electricity|Geothermal,EJ/yr,0.0348,0.0364,0.0444,0.0541,0.066,0.079,0.0927,0.1078,0.1242,0.1415,0.1602
AIM/CGE 2.0,SSP3-Baseline,Latin American countries,Secondary Energy|Electricity|Hydro,EJ/yr,2.2973,2.528,3.0137,3.5003,4.153,5.1853,5.8594,6.1137,6.1137,6.1137,6.1137
AIM/CGE 2.0,SSP3-Baseline,Latin American countries,Secondary Energy|Electricity|Non-Biomass Renewables,EJ/yr,2.3341,2.5719000000000003,3.0756,3.6027,4.3033,5.3871,6.1343,6.4554,6.546,6.6678,6.8638
AIM/CGE 2.0,SSP3-Baseline,Latin American countries,Secondary Energy|Electricity|Nuclear,EJ/yr,0.0976,0.1075,0.2025,0.2095,0.2056,0.1772,0.1538,0.1346,0.12,0.1087,0.1048
AIM/CGE 2.0,SSP3-Baseline,Latin American countries,Secondary Energy|Electricity|Oil,EJ/yr,0.5774,0.6376000000000001,0.8265,1.0702,1.2719,1.4373,1.5516,1.703,1.8609,2.0745,2.2835
AIM/CGE 2.0,SSP3-Baseline,Latin American countries,Secondary Energy|Electricity|Solar,EJ/yr,0.0001,0.0047,0.0092,0.0194,0.031,0.0441,0.0603,0.0773,0.1015,0.1355,0.1933
AIM/CGE 2.0,SSP3-Baseline,Latin American countries,Secondary Energy|Electricity|Wind,EJ/yr,0.0017,0.0028,0.0083,0.0288,0.0534,0.0787,0.1219,0.1567,0.2066,0.2771,0.3967
AIM/CGE 2.0,SSP3-Baseline,OECD90 and EU (and EU candidate) countries,Capacity|Electricity,GW,1916.5168,2061.9136,2329.3255,2550.3186,2786.4485,3089.7021,3314.9922,3545.5469,3719.0468,3842.8504,3957.1289
AIM/CGE 2.0,SSP3-Baseline,OECD90 and EU (and EU candidate) countries,Capacity|Electricity|Biomass,GW,48.5658,48.1863,53.3788,59.5071,69.2209,91.1467,117.3592,148.0176,173.1804,180.3167,187.8658
AIM/CGE 2.0,SSP3-Baseline,OECD90 and EU (and EU candidate) countries,Capacity|Electricity|Coal,GW,704.0272,801.4115,991.1787,1157.6326,1362.1913,1626.2705,1874.5,2146.6445,2362.3357,2536.7862,2690.5329
AIM/CGE 2.0,SSP3-Baseline,OECD90 and EU (and EU candidate) countries,Capacity|Electricity|Gas,GW,317.5567,324.0519,347.5938,351.4048,326.3718,300.7608,270.0791,234.6021,206.5366,178.8526,151.5443
AIM/CGE 2.0,SSP3-Baseline,OECD90 and EU (and EU candidate) countries,Capacity|Electricity|Hydro,GW,375.3309,407.7132,440.0705,457.8371,492.8002,551.1084,591.6887,597.1852,597.1852,597.1852,597.1852
AIM/CGE 2.0,SSP3-Baseline,OECD90 and EU (and EU candidate) countries,Capacity|Electricity|Nuclear,GW,362.4028,355.9511,344.5515,347.4461,331.6993,295.1208,227.1903,174.0617,128.848,93.3491,67.2269
AIM/CGE 2.0,SSP3-Baseline,OECD90 and EU (and EU candidate) countries,Capacity|Electricity|Oil,GW,71.1784,75.5023,85.9903,91.1247,96.1029,95.0967,84.335,74.8056,63.4978,53.8812,43.9216
AIM/CGE 2.0,SSP3-Baseline,OECD90 and EU (and EU candidate) countries,Capacity|Electricity|Solar,GW,1.0911,4.91,10.643,19.8032,32.9583,48.9171,57.3181,65.3106,72.0853,78.3377,85.2105
AIM/CGE 2.0,SSP3-Baseline,OECD90 and EU (and EU candidate) countries,Capacity|Electricity|Wind,GW,32.0849,39.8259,50.7743,59.8972,69.1432,75.0707,86.1463,98.4474,108.9498,117.8309,127.477
AIM/CGE 2.0,SSP3-Baseline,OECD90 and EU (and EU candidate) countries,Emissions|CH4,Mt CH4/yr,71.6535,74.2638,79.7597,82.7659,84.4172,85.1527,84.9294,84.1475,82.7007,80.6865,78.3782
AIM/CGE 2.0,SSP3-Baseline,OECD90 and EU (and EU candidate) countries,Emissions|CH4|Energy,Mt CH4/yr,23.9069,24.3244,25.6616,26.4965,27.3798,28.3922,29.2007,29.9893,30.5784,30.9068,31.1192
AIM/CGE 2.0,SSP3-Baseline,OECD90 and EU (and EU candidate) countries,Emissions|CO2,Mt CO2/yr,13280.7596,14361.2338,15951.279,16689.9806,17316.2272,17799.5212,18231.9794,18662.758,18828.6779,18905.521,18897.3681
AIM/CGE 2.0,SSP3-Baseline,OECD90 and EU (and EU candidate) countries,Emissions|CO2|AFOLU,Mt CO2/yr,257.745,890.9909,762.7108,462.6196,356.1823,266.7677,220.5439,140.6243,70.016,33.0054,-6.881
AIM/CGE 2.0,SSP3-Baseline,OECD90 and EU (and EU candidate) countries,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,13023.0145,13470.2428,15188.5683,16227.3609,16960.0449,17532.7537,18011.4357,18522.1339,18758.662,18872.5157,18904.2491
AIM/CGE 2.0,SSP3-Baseline,OECD90 and EU (and EU candidate) countries,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,4298.4156,4745.0401,5623.7231,6307.7451,7061.86,8010.0362,8930.3834,9943.9821,10729.4993,11350.8405,11882.5073
AIM/CGE 2.0,SSP3-Baseline,OECD90 and EU (and EU candidate) countries,Final Energy,EJ/yr,152.8387,155.3854,172.3476,181.7319,185.1031,184.0402,180.9819,177.0861,171.7909,166.1571,160.3736
AIM/CGE 2.0,SSP3-Baseline,OECD90 and EU (and EU candidate) countries,Final Energy|Electricity,EJ/yr,31.5526,33.8216,38.3325,42.0518,45.6283,50.132,53.2937,56.761,59.3967,61.2363,62.9355
AIM/CGE 2.0,SSP3-Baseline,OECD90 and EU (and EU candidate) countries,Final Energy|Gases,EJ/yr,32.3277,33.301,39.2436,43.7394,44.9659,44.7914,46.0873,45.9244,45.8622,45.1713,43.8223
AIM/CGE 2.0,SSP3-Baseline,OECD90 and EU (and EU candidate) countries,Final Energy|Heat,EJ/yr,2.2219,2.3371,2.5526,2.7339,2.8976,3.0564,3.1438,3.255,3.3093,3.3296,3.3764
AIM/CGE 2.0,SSP3-Baseline,OECD90 and EU (and EU candidate) countries,Final Energy|Industry,EJ/yr,52.0812,51.7254,54.692,55.73,55.5673,54.8756,54.0143,53.0058,51.7545,50.3726,49.1707
AIM/CGE 2.0,SSP3-Baseline,OECD90 and EU (and EU candidate) countries,Final Energy|Liquids,EJ/yr,74.8561,74.4427,80.2424,80.9359,79.0589,73.2648,65.5437,58.1815,50.449,43.9386,37.9515
AIM/CGE 2.0,SSP3-Baseline,OECD90 and EU (and EU candidate) countries,Final Energy|Residential and Commercial,EJ/yr,54.9939,56.4654,63.3853,67.6773,69.3888,69.6553,69.2282,68.0612,66.2248,63.9539,61.3831
AIM/CGE 2.0,SSP3-Baseline,OECD90 and EU (and EU candidate) countries,Final Energy|Solids,EJ/yr,11.6946,11.2152,11.4756,11.5351,11.6098,11.6807,11.6537,11.593,11.3276,10.9891,10.7528
AIM/CGE 2.0,SSP3-Baseline,OECD90 and EU (and EU candidate) countries,Final Energy|Solids|Biomass,EJ/yr,5.3316,5.4442,5.9837,6.3208,6.5081,6.5675,6.5241,6.4202,6.2023,5.9346,5.6611
AIM/CGE 2.0,SSP3-Baseline,OECD90 and EU (and EU candidate) countries,Final Energy|Solids|Coal,EJ/yr,6.3629,5.7709,5.4919,5.2142,5.1019,5.1131,5.1295,5.1727,5.1254,5.0547,5.0918
AIM/CGE 2.0,SSP3-Baseline,OECD90 and EU (and EU candidate) countries,Final Energy|Transportation,EJ/yr,45.7637,47.1945,54.2702,58.3248,60.147,59.5094,57.7394,56.0194,53.8116,51.8303,49.82
AIM/CGE 2.0,SSP3-Baseline,OECD90 and EU (and EU candidate) countries,Final Energy|Transportation|Electricity,EJ/yr,0.4196,0.4057,0.4716,0.7147,1.317,2.5608,4.5185,7.0322,9.8075,12.3268,14.6341
AIM/CGE 2.0,SSP3-Baseline,OECD90 and EU (and EU candidate) countries,Final Energy|Transportation|Liquids,EJ/yr,44.1952,45.5279,52.1551,55.6436,56.6241,54.5788,50.7001,46.371,41.3385,36.8318,32.519800000000004
AIM/CGE 2.0,SSP3-Baseline,OECD90 and EU (and EU candidate) countries,Population,million,1082.6538,1114.9695,1152.9071,1159.269,1145.5137,1116.1127,1074.7095,1025.5579,973.3433,919.666,864.8948
AIM/CGE 2.0,SSP3-Baseline,OECD90 and EU (and EU candidate) countries,Primary Energy,EJ/yr,201.2718,207.2109,231.85,246.9414,256.4041,263.0503,267.6033,271.9243,272.6733,271.113,268.7016
AIM/CGE 2.0,SSP3-Baseline,OECD90 and EU (and EU candidate) countries,Primary Energy|Biomass,EJ/yr,8.0831,8.8034,10.5698,12.7653,15.3747,18.8703,22.5139,25.9916,28.5537,29.5615,30.3441
AIM/CGE 2.0,SSP3-Baseline,OECD90 and EU (and EU candidate) countries,Primary Energy|Coal,EJ/yr,45.7846,50.0756,59.282,66.8317,76.0554,87.8212,99.7484,112.7921,122.8919,130.9782,138.1707
AIM/CGE 2.0,SSP3-Baseline,OECD90 and EU (and EU candidate) countries,Primary Energy|Fossil,EJ/yr,179.9615,184.7979,207.1691,219.4654,225.9894,228.9999,230.735,232.5554,231.6328,229.7521,227.0136
AIM/CGE 2.0,SSP3-Baseline,OECD90 and EU (and EU candidate) countries,Primary Energy|Gas,EJ/yr,49.7863,50.9128,57.8613,62.4497,62.5196,61.1791,60.9644,59.1074,57.6998,55.6728,53.0328
AIM/CGE 2.0,SSP3-Baseline,OECD90 and EU (and EU candidate) countries,Primary Energy|Nuclear,EJ/yr,8.0078,7.87,7.7805,7.9715,7.6483,6.8572,5.3326,4.0913,3.0383,2.212,1.6056
AIM/CGE 2.0,SSP3-Baseline,OECD90 and EU (and EU candidate) countries,Primary Energy|Oil,EJ/yr,84.3906,83.8095,90.0262,90.1839,87.4144,79.9994,70.0223,60.6562,51.0411,43.10100000000001,35.81
AIM/CGE 2.0,SSP3-Baseline,OECD90 and EU (and EU candidate) countries,Secondary Energy|Electricity,EJ/yr,36.1824,38.6337,43.4269,47.3798,51.3252,56.3416,59.9011,63.8244,66.7554,68.7453,70.5725
AIM/CGE 2.0,SSP3-Baseline,OECD90 and EU (and EU candidate) countries,Secondary Energy|Electricity|Biomass,EJ/yr,1.0721,1.0638,1.1785,1.3137,1.5281,2.0121,2.5908,3.2676,3.8232,3.9806,4.1472
AIM/CGE 2.0,SSP3-Baseline,OECD90 and EU (and EU candidate) countries,Secondary Energy|Electricity|Biomass|w/o CCS,EJ/yr,1.0721,1.0638,1.1785,1.3137,1.5281,2.0121,2.5908,3.2676,3.8232,3.9806,4.1472
